   ,Packet every 10s,                 ,,         ,                 ,,Packets every 5s ,                 ,,                 ,                 ,,Packets every 1s,                 ,,         ,                 ,,,QoS lvl 1 when packets lvl 0 sent every 5s,         ,          ,,QoS lvl 1 when packets lvl 0 sent every 5s,,,,QoS lvl 1 when packets lvl 0 sent every 1s,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.277245        ,0.246344         ,,0.276185 ,0.251436         ,,0.245248         ,0.270581         ,,0.485898         ,0.309683         ,,0.239786        ,0.233226         ,,0.300687 ,0.273919         ,,,"0                                        ,235464"  ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         ,
   ,0.238394        ,0.236367         ,,0.257325 ,0.245323         ,,0.23551          ,0.233444         ,,0.297598         ,0.258808         ,,0.244791        ,0.23573          ,,0.2941   ,0.323644         ,,,"0                                        ,307248"  ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         ,
   ,0.288166        ,0.226716         ,,0.261363 ,0.246463         ,,0.331372         ,0.272685         ,,0.631052         ,0.272373         ,,0.26211         ,0.280033         ,,0.250942 ,0.236511         ,,,"0                                        ,304943"  ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,0.010084830363444    ,                 ,         ,                 ,0.021166398914906   ,                 ,         ,                 ,0.016697764356436   ,         ,
   ,0.233606        ,0.282322         ,,0.476578 ,0.225711         ,,0.223518         ,0.376278         ,,0.260077         ,0.28333          ,,0.284718        ,0.299134         ,,0.344561 ,0.228332         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.260142        ,0.240044         ,,0.31604  ,0.216817         ,,0.280788         ,0.264335         ,,0.303731         ,0.360067         ,,0.25023         ,0.235172         ,,0.264159 ,0.264374         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.333635        ,0.234067         ,,0.375484 ,0.31201          ,,0.273462         ,0.233062         ,,0.27375          ,0.308691         ,,0.228287        ,0.259185         ,,0.27411  ,0.242786         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.280114        ,0.266878         ,,0.383304 ,0.273906         ,,0.516629         ,0.233056         ,,0.415096         ,0.308413         ,,0.310011        ,0.266635         ,,0.243132 ,0.33935          ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.237366        ,0.234301         ,,0.232356 ,0.276793         ,,0.256087         ,0.239564         ,,0.219938         ,0.243009         ,,0.267859        ,0.2292           ,,0.23853  ,0.269409         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.266963        ,0.232693         ,,0.292819 ,0.27465          ,,0.360116         ,0.296163         ,,0.289708         ,0.336977         ,,0.248012        ,0.244908         ,,0.249871 ,0.240745         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.288096        ,0.239432         ,,0.449531 ,0.276626         ,,0.221115         ,0.239504         ,,0.337803         ,0.291512         ,,0.280541        ,0.273327         ,,0.363608 ,0.227751         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.246415        ,0.453816         ,,0.282927 ,0.237859         ,,0.224519         ,0.3849           ,,0.31352          ,0.29581          ,,0.225431        ,0.22598          ,,0.498956 ,0.271206         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.251064        ,0.214798         ,,0.248812 ,0.248549         ,,0.229555         ,0.260959         ,,0.249701         ,0.257851         ,,0.220562        ,0.313013         ,,0.241161 ,0.267404         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.26791         ,0.248208         ,,0.288055 ,0.222549         ,,0.287323         ,0.244601         ,,0.2887           ,0.271518         ,,0.238049        ,0.245786         ,,0.244462 ,0.263121         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.230451        ,0.242708         ,,0.272236 ,0.222267         ,,0.322698         ,0.445036         ,,0.265338         ,0.249474         ,,0.272638        ,0.240575         ,,0.260124 ,0.289491         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.254109        ,0.23193          ,,0.381649 ,0.236364         ,,0.253331         ,0.284283         ,,0.313893         ,0.244263         ,,0.243149        ,0.229631         ,,0.26045  ,0.240563         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.271488        ,0.287053         ,,0.286043 ,0.318346         ,,0.224743         ,0.264715         ,,0.284331         ,0.289592         ,,0.329359        ,0.258359         ,,0.292213 ,0.259998         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.23909         ,0.298202         ,,0.261155 ,0.233311         ,,0.277699         ,0.231609         ,,0.245532         ,0.264188         ,,0.296847        ,0.250636         ,,0.250503 ,0.278316         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.233223        ,0.215764         ,,0.251337 ,0.236679         ,,0.282811         ,0.275431         ,,0.277991         ,0.296394         ,,0.225591        ,0.223837         ,,0.245401 ,0.259992         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.26943         ,0.275059         ,,0.310973 ,0.238239         ,,0.257708         ,0.2601           ,,0.259089         ,0.37841          ,,0.261013        ,0.272407         ,,0.29245  ,0.232832         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.243242        ,0.254458         ,,0.232008 ,0.346736         ,,0.271954         ,0.248981         ,,0.374241         ,0.326124         ,,0.32546         ,0.231194         ,,0.258258 ,0.224308         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.269269        ,0.222156         ,,0.326163 ,0.223353         ,,0.263787         ,0.235262         ,,0.255638         ,0.334801         ,,0.308368        ,0.30442          ,,0.262153 ,0.224989         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.250554        ,0.263918         ,,0.307289 ,0.302443         ,,0.263681         ,0.264734         ,,0.302527         ,0.297234         ,,0.269536        ,0.23747          ,,0.269574 ,0.374526         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.246965        ,0.230572         ,,0.310892 ,0.253429         ,,0.325093         ,0.25334          ,,0.245748         ,0.290244         ,,0.255597        ,0.239615         ,,0.241587 ,0.252059         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.307589        ,0.295588         ,,0.282195 ,0.246771         ,,0.340015         ,0.281481         ,,0.254868         ,0.22614          ,,0.250727        ,0.258682         ,,0.261095 ,0.235026         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.252619        ,0.28806          ,,0.261989 ,0.218757         ,,0.239833         ,0.242177         ,,0.305113         ,0.373677         ,,0.3283          ,0.261291         ,,0.276376 ,0.219949         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.238394        ,0.249259         ,,0.296599 ,0.246252         ,,0.355892         ,0.233752         ,,0.241763         ,0.350433         ,,0.316262        ,0.259921         ,,0.335741 ,0.248503         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.255249        ,0.213501         ,,0.291158 ,0.236133         ,,0.287629         ,0.236392         ,,0.252577         ,0.359688         ,,0.331805        ,0.263844         ,,0.266386 ,0.27781          ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.229615        ,0.228639         ,,0.252411 ,0.247043         ,,0.259992         ,0.248952         ,,0.655289         ,0.24643          ,,0.282326        ,0.249422         ,,0.254765 ,0.251622         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.50373         ,0.259366         ,,0.338042 ,0.245601         ,,0.254034         ,0.228673         ,,0.248451         ,0.277608         ,,0.260207        ,0.224209         ,,0.276378 ,0.229802         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.230247        ,0.264801         ,,0.242008 ,0.234332         ,,0.297867         ,0.339535         ,,0.230003         ,0.300016         ,,0.360407        ,0.249732         ,,0.288209 ,0.236384         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.262624        ,0.227146         ,,0.314515 ,0.251219         ,,0.258702         ,0.238907         ,,0.356565         ,0.311336         ,,0.312057        ,0.240736         ,,0.245607 ,0.277945         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.322147        ,0.323846         ,,0.257826 ,0.32219          ,,0.276216         ,0.275673         ,,0.249685         ,0.25196          ,,0.346238        ,0.228904         ,,0.253225 ,0.321027         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.270544        ,0.241352         ,,0.249523 ,0.283191         ,,0.290887         ,0.22481          ,,0.255188         ,0.469132         ,,0.341728        ,0.282432         ,,0.251443 ,0.218607         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.233676        ,0.285292         ,,0.258348 ,0.272612         ,,0.276294         ,0.243131         ,,0.224111         ,0.385362         ,,0.277379        ,0.29781          ,,0.314561 ,0.229137         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.249629        ,0.270975         ,,0.270827 ,0.270463         ,,0.292972         ,0.371901         ,,0.274996         ,0.243548         ,,0.422398        ,0.291158         ,,0.263836 ,0.241136         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.398216        ,0.239758         ,,0.24383  ,0.274813         ,,0.305947         ,0.269222         ,,0.239026         ,0.256188         ,,0.257384        ,0.230073         ,,0.261473 ,0.255535         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.232014        ,0.244333         ,,0.257768 ,0.250282         ,,0.251211         ,0.275541         ,,0.259595         ,0.308315         ,,0.319442        ,0.223624         ,,0.259494 ,0.299128         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.292636        ,0.262829         ,,0.248824 ,0.237408         ,,0.26085          ,0.244961         ,,0.271635         ,0.285429         ,,0.242082        ,0.267326         ,,0.243466 ,0.280865         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.261741        ,0.222011         ,,0.252654 ,0.570963         ,,0.310949         ,0.238397         ,,0.388055         ,0.281661         ,,0.240761        ,0.234593         ,,0.244109 ,0.237559         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.245711        ,0.242902         ,,0.248512 ,0.261078         ,,0.305083         ,0.253678         ,,0.27123          ,0.244223         ,,0.231838        ,0.249289         ,,0.272494 ,0.218785         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.238747        ,0.220515         ,,0.268852 ,0.254767         ,,0.37895          ,0.274704         ,,0.273241         ,0.25825          ,,0.378516        ,0.288286         ,,0.243765 ,0.2555           ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.328914        ,0.286907         ,,0.269601 ,0.26492          ,,0.243032         ,0.24445          ,,0.249908         ,0.296861         ,,0.254264        ,0.251449         ,,0.249154 ,0.277086         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.235192        ,0.264654         ,,0.571352 ,0.248604         ,,0.247537         ,0.277784         ,,0.254706         ,0.231444         ,,0.309898        ,0.232066         ,,0.234644 ,0.264075         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.226474        ,0.259978         ,,0.246627 ,0.224898         ,,0.252791         ,0.258654         ,,0.431607         ,0.271743         ,,0.236908        ,0.236094         ,,0.517178 ,0.289585         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.283321        ,0.229821         ,,0.246653 ,0.27847          ,,0.28934          ,0.250734         ,,0.263282         ,0.257205         ,,0.26354         ,0.238823         ,,0.302452 ,0.233413         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.268145        ,0.237116         ,,0.508639 ,0.239288         ,,0.283217         ,0.239234         ,,0.262707         ,0.283444         ,,0.253017        ,0.270543         ,,0.264504 ,0.231466         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.254878        ,0.217939         ,,0.25394  ,0.2235           ,,0.23505          ,0.290258         ,,0.262822         ,0.244183         ,,0.281205        ,0.239526         ,,0.309948 ,0.247362         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.261697        ,0.235423         ,,0.264267 ,0.26828          ,,0.274327         ,0.2653           ,,0.235586         ,0.28133          ,,0.242149        ,0.228783         ,,0.242854 ,0.252032         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.265123        ,0.259198         ,,0.231998 ,0.247036         ,,0.426868         ,0.269911         ,,0.246754         ,0.321524         ,,0.239296        ,0.245976         ,,0.244538 ,0.259649         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.233944        ,0.221324         ,,0.230899 ,0.271704         ,,0.23777          ,0.251744         ,,0.258087         ,0.248463         ,,0.243793        ,0.228005         ,,0.257111 ,0.322126         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.288506        ,0.570967         ,,0.322126 ,0.278858         ,,0.271614         ,0.2609           ,,0.234835         ,0.23349          ,,0.259734        ,0.255101         ,,0.246744 ,0.231914         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.251357        ,0.266803         ,,0.312177 ,0.229248         ,,0.26489          ,0.234627         ,,0.224004         ,0.32443          ,,0.344399        ,0.239835         ,,0.294895 ,0.228715         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.281722        ,0.250807         ,,0.249611 ,0.252912         ,,0.288615         ,0.244135         ,,0.254226         ,0.312473         ,,0.366857        ,0.229172         ,,0.252898 ,0.282871         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.24239         ,0.220834         ,,0.293507 ,0.258308         ,,0.270793         ,0.239909         ,,0.23266          ,0.239739         ,,0.223642        ,0.227926         ,,0.251797 ,0.276667         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.244063        ,0.247925         ,,0.259619 ,0.233275         ,,0.274152         ,0.241493         ,,0.243304         ,0.384253         ,,0.320682        ,0.258164         ,,0.275939 ,0.2523           ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.270696        ,0.217731         ,,0.246197 ,0.262425         ,,0.239329         ,0.274312         ,,0.222459         ,0.26059          ,,0.22824         ,0.23143          ,,0.27321  ,0.307901         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.236356        ,0.251178         ,,0.267015 ,0.27104          ,,0.268166         ,0.245733         ,,0.25162          ,0.327125         ,,0.227492        ,0.290997         ,,0.282003 ,0.305242         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.247171        ,0.426844         ,,0.261283 ,0.231413         ,,0.278921         ,0.239685         ,,0.246152         ,0.501991         ,,0.32057         ,0.227652         ,,0.243536 ,0.322546         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.230003        ,0.220186         ,,0.344781 ,0.252348         ,,0.245692         ,0.339287         ,,0.258359         ,0.27255          ,,0.277294        ,0.223963         ,,0.332819 ,0.333378         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.232834        ,0.236678         ,,0.367703 ,0.233611         ,,0.227149         ,0.267698         ,,0.252605         ,0.232603         ,,0.27194         ,0.246385         ,,0.252874 ,0.248934         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.22962         ,0.269948         ,,0.249057 ,0.231527         ,,0.283979         ,0.281574         ,,0.256583         ,0.227605         ,,0.297968        ,0.340415         ,,0.277996 ,0.260927         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.230776        ,0.240033         ,,0.252531 ,0.277766         ,,0.250517         ,0.275121         ,,0.236197         ,0.255181         ,,0.221454        ,0.237783         ,,0.2892   ,0.293242         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.295283        ,0.218448         ,,0.251677 ,0.217497         ,,0.235402         ,0.270309         ,,0.484196         ,0.256652         ,,0.274482        ,0.271989         ,,0.282345 ,0.23247          ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.242493        ,0.396273         ,,0.294288 ,0.254207         ,,0.280039         ,0.217592         ,,0.264625         ,0.310193         ,,0.354433        ,0.35393          ,,0.248412 ,0.243814         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.270654        ,0.268179         ,,0.309336 ,0.267094         ,,0.258153         ,0.301126         ,,0.396003         ,0.310815         ,,0.289583        ,0.294492         ,,0.253473 ,0.320414         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.259678        ,0.262338         ,,0.231565 ,0.251353         ,,0.298738         ,0.236656         ,,0.236786         ,0.270318         ,,0.270481        ,0.239089         ,,0.269311 ,0.256733         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.265094        ,0.254103         ,,0.240319 ,0.267818         ,,0.320174         ,0.257791         ,,0.282405         ,0.268385         ,,0.262723        ,0.225043         ,,0.235429 ,0.290235         ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
   ,0.334997        ,0.230715         ,,0.268445 ,0.226923         ,,0.267935         ,0.251575         ,,0.371817         ,0.275621         ,,0.224275        ,0.231558         ,,0.275056 ,0.27835          ,,,                                          ,         ,          ,,                                          ,,,,                                          ,,,,,              ,,,,   ,                 ,                     ,                 ,         ,                 ,                    ,                 ,         ,                 ,                    ,         
